都道府県名,市区町村名,市区町村名カナ
大分県,大分市,オオイタシ
大分県,別府市,ベップシ
大分県,中津市,ナカツシ
大分県,日田市,ヒタシ
大分県,佐伯市,サイキシ
大分県,臼杵市,ウスキシ
大分県,津久見市,ツクミシ
大分県,竹田市,タケタシ
大分県,豊後高田市,ブンゴタカダシ
大分県,杵築市,キツキシ
大分県,宇佐市,ウサシ
大分県,豊後大野市,ブンゴオオノシ
大分県,由布市,ユフシ
大分県,国東市,クニサキシ
大分県,東国東郡姫島村,ヒガシクニサキグンヒメシマムラ
大分県,速見郡日出町,ハヤミグンヒジマチ
大分県,玖珠郡九重町,クスグンココノエマチ
大分県,玖珠郡玖珠町,クスグンクスマチ
宮崎県,宮崎市,ミヤザキシ
宮崎県,都城市,ミヤコノジョウシ
宮崎県,延岡市,ノベオカシ
宮崎県,日南市,ニチナンシ
宮崎県,小林市,コバヤシシ
宮崎県,日向市,ヒュウガシ
宮崎県,串間市,クシマシ
宮崎県,西都市,サイトシ
宮崎県,えびの市,エビノシ
宮崎県,北諸県郡三股町,キタモロカタグンミマタチョウ
宮崎県,西諸県郡高原町,ニシモロカタグンタカハルチョウ
宮崎県,東諸県郡国富町,ヒガシモロカタグンクニトミチョウ
宮崎県,東諸県郡綾町,ヒガシモロカタグンアヤチョウ
宮崎県,児湯郡高鍋町,コユグンタカナベチョウ
宮崎県,児湯郡新富町,コユグンシントミチョウ
宮崎県,児湯郡西米良村,コユグンニシメラソン
宮崎県,児湯郡木城町,コユグンキジョウチョウ
宮崎県,児湯郡川南町,コユグンカワミナミチョウ
宮崎県,児湯郡都農町,コユグンツノチョウ
宮崎県,東臼杵郡門川町,ヒガシウスキグンカドガワチョウ
宮崎県,東臼杵郡諸塚村,ヒガシウスキグンモロツカソン
宮崎県,東臼杵郡椎葉村,ヒガシウスキグンシイバソン
宮崎県,東臼杵郡美郷町,ヒガシウスキグンミサトチョウ
宮崎県,西臼杵郡高千穂町,ニシウスキグンタカチホチョウ
宮崎県,西臼杵郡日之影町,ニシウスキグンヒノカゲチョウ
宮崎県,西臼杵郡五ヶ瀬町,ニシウスキグンゴカセチョウ
鹿児島県,鹿児島市,カゴシマシ
鹿児島県,鹿屋市,カノヤシ
鹿児島県,枕崎市,マクラザキシ
鹿児島県,阿久根市,アクネシ
鹿児島県,出水市,イズミシ
鹿児島県,指宿市,イブスキシ
鹿児島県,西之表市,ニシノオモテシ
鹿児島県,垂水市,タルミズシ
鹿児島県,薩摩川内市,サツマセンダイシ
鹿児島県,日置市,ヒオキシ
鹿児島県,曽於市,ソオシ
鹿児島県,霧島市,キリシマシ
鹿児島県,いちき串木野市,イチキクシキノシ
鹿児島県,南さつま市,ミナミサツマシ
鹿児島県,志布志市,シブシシ
鹿児島県,奄美市,アマミシ
鹿児島県,南九州市,ミナミキュウシュウシ
鹿児島県,伊佐市,イサシ
鹿児島県,姶良市,アイラシ
鹿児島県,鹿児島郡三島村,カゴシマグンミシマムラ
鹿児島県,鹿児島郡十島村,カゴシマグントシマムラ
鹿児島県,薩摩郡さつま町,サツマグンサツマチョウ
鹿児島県,出水郡長島町,イズミグンナガシマチョウ
鹿児島県,姶良郡湧水町,アイラグンユウスイチョウ
鹿児島県,曽於郡大崎町,ソオグンオオサキチョウ
鹿児島県,肝属郡東串良町,キモツキグンヒガシクシラチョウ
鹿児島県,肝属郡錦江町,キモツキグンキンコウチョウ
鹿児島県,肝属郡南大隅町,キモツキグンミナミオオスミチョウ
鹿児島県,肝属郡肝付町,キモツキグンキモツキチョウ
鹿児島県,熊毛郡中種子町,クマゲグンナカタネチョウ
鹿児島県,熊毛郡南種子町,クマゲグンミナミタネチョウ
鹿児島県,熊毛郡屋久島町,クマゲグンヤクシマチョウ
鹿児島県,大島郡大和村,オオシマグンヤマトソン
鹿児島県,大島郡宇検村,オオシマグンウケンソン
鹿児島県,大島郡瀬戸内町,オオシマグンセトウチチョウ
鹿児島県,大島郡龍郷町,オオシマグンタツゴウチョウ
鹿児島県,大島郡喜界町,オオシマグンキカイチョウ
鹿児島県,大島郡徳之島町,オオシマグントクノシマチョウ
鹿児島県,大島郡天城町,オオシマグンアマギチョウ
鹿児島県,大島郡伊仙町,オオシマグンイセンチョウ
鹿児島県,大島郡和泊町,オオシマグンワドマリチョウ
鹿児島県,大島郡知名町,オオシマグンチナチョウ
鹿児島県,大島郡与論町,オオシマグンヨロンチョウ
沖縄県,那覇市,ナハシ
沖縄県,宜野湾市,ギノワンシ
沖縄県,石垣市,イシガキシ
沖縄県,浦添市,ウラソエシ
沖縄県,名護市,ナゴシ
沖縄県,糸満市,イトマンシ
沖縄県,沖縄市,オキナワシ
沖縄県,豊見城市,トミグスクシ
沖縄県,うるま市,ウルマシ
沖縄県,宮古島市,ミヤコジマシ
沖縄県,南城市,ナンジョウシ
沖縄県,国頭郡国頭村,クニガミグンクニガミソン
沖縄県,国頭郡大宜味村,クニガミグンオオギミソン
沖縄県,国頭郡東村,クニガミグンヒガシソン
沖縄県,国頭郡今帰仁村,クニガミグンナキジンソン
沖縄県,国頭郡本部町,クニガミグンモトブチョウ
沖縄県,国頭郡恩納村,クニガミグンオンナソン
沖縄県,国頭郡宜野座村,クニガミグンギノザソン
沖縄県,国頭郡金武町,クニガミグンキンチョウ
沖縄県,国頭郡伊江村,クニガミグンイエソン
沖縄県,中頭郡読谷村,ナカガミグンヨミタンソン
沖縄県,中頭郡嘉手納町,ナカガミグンカデナチョウ
沖縄県,中頭郡北谷町,ナカガミグンチャタンチョウ
沖縄県,中頭郡北中城村,ナカガミグンキタナカグスクソン
沖縄県,中頭郡中城村,ナカガミグンナカグスクソン
沖縄県,中頭郡西原町,ナカガミグンニシハラチョウ
沖縄県,島尻郡与那原町,シマジリグンヨナバルチョウ
沖縄県,島尻郡南風原町,シマジリグンハエバルチョウ
沖縄県,島尻郡渡嘉敷村,シマジリグントカシキソン
沖縄県,島尻郡座間味村,シマジリグンザマミソン
沖縄県,島尻郡粟国村,シマジリグンアグニソン
沖縄県,島尻郡渡名喜村,シマジリグントナキソン
沖縄県,島尻郡南大東村,シマジリグンミナミダイトウソン
沖縄県,島尻郡北大東村,シマジリグンキタダイトウソン
沖縄県,島尻郡伊平屋村,シマジリグンイヘヤソン
沖縄県,島尻郡伊是名村,シマジリグンイゼナソン
沖縄県,島尻郡久米島町,シマジリグンクメジマチョウ
沖縄県,島尻郡八重瀬町,シマジリグンヤエセチョウ
沖縄県,宮古郡多良間村,ミヤコグンタラマソン
沖縄県,八重山郡竹富町,ヤエヤマグンタケトミチョウ
沖縄県,八重山郡与那国町,ヤエヤマグンヨナグニチョウ
